"TL_inc_d1_DI_ctrl_2"	"TL_inc_d1_DI_ctrl_3"	"TL_inc_d1_DI_ctrl_4"	"TL_inc_d1_DI_ctrl_5"	"TL_inc_d2_DI_ctrl_1"	"TL_inc_d2_DI_ctrl_3"	"TL_inc_d2_DI_ctrl_4"	"TL_inc_d2_DI_ctrl_5"	"TL_inc_d1_ASW_noS_1"	"TL_inc_d1_ASW_noS_2"	"TL_inc_d1_ASW_noS_3"	"TL_inc_d1_ASW_noS_4"	"TL_inc_d1_ASW_noS_5"	"TL_inc_d2_ASW_noS_2"	"TL_inc_d2_ASW_noS_3"	"TL_inc_d2_ASW_noS_4"	"TL_inc_d2_ASW_noS_5"	"TL_inc_d1_ASW_3"	"TL_inc_d1_ASW_4"	"TL_inc_d1_ASW_5"	"TL_inc_d2_ASW_1"	"TL_inc_d2_ASW_3"	"TL_inc_d2_ASW_4"	"TL_inc_d2_ASW_5"	"TL_inc_d1_SO4_3"	"TL_inc_d1_SO4_4"	"TL_inc_d1_SO4_5A"	"TL_inc_d1_SO4_5B"	"TL_inc_d2_SO4_2"	"TL_inc_d2_SO4_3"	"TL_inc_d2_SO4_4"	"TL_inc_d2_SO4_5A"	"TL_inc_d2_SO4_5B"	"Consensus.lineage"
"4108"	"   11"	"  12"	"   0"	"   0"	"  11"	"   3"	"   2"	"    0"	"    0"	"    0"	"    0"	"   3"	"   3"	"   3"	"    3"	"    2"	"   0"	"    0"	"   0"	"    0"	"    1"	"   0"	"   0"	"   2"	"   0"	"  17"	"   5"	"  25"	"  16"	"  48"	"  33"	"  25"	"  54"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio"
"4116"	"    1"	"   0"	"   0"	"   0"	"  73"	"   8"	"  11"	"    5"	"    3"	"    0"	"    0"	"   1"	"   0"	"  23"	"   10"	"   40"	"   0"	"    0"	"   0"	"    0"	"    1"	"  13"	"   0"	"  36"	"   0"	"   0"	"   0"	"   8"	"  15"	"  31"	"  13"	"  10"	"   0"	"k__Bacteria;p__TM6;c__SBRH58;o__SBRH58CL;f__SBRH58CL;g__SBRH58CL"
"4117"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    0"	"    0"	"    0"	"   0"	"   0"	"   0"	"    0"	"    0"	" 252"	"    0"	"   0"	"    0"	"    0"	"   0"	"   0"	"   0"	"   7"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Bacteroidetes;c__Sphingobacteria;o__Sphingobacteriales;f__SphingobacterialesOR;g__SphingobacterialesOR"
"4118"	"    5"	"  30"	"  11"	"  10"	"   3"	"   4"	"   0"	"    0"	"    3"	"    2"	"    0"	"   1"	"   2"	"   0"	"    0"	"    0"	"   0"	"    7"	"   0"	"    0"	"    0"	"   0"	"   1"	"   0"	"  35"	"  21"	"   8"	"   1"	"   5"	"   2"	"   0"	"   0"	"  17"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA"
"4126"	"    5"	"  16"	"  15"	"   1"	"   0"	"   1"	"   0"	"    0"	"    2"	"    1"	"   22"	"   2"	"   0"	"   1"	"    0"	"    0"	"   0"	"    0"	"   6"	"    1"	"    0"	"   0"	"   6"	"   0"	"   7"	"  13"	"   9"	"   0"	"   1"	"   0"	"   0"	"   0"	"  11"	"k__Bacteria;p__Chlamydiae;c__Chlamydiae (class);o__Chlamydiales;f__Rhabdochlamydiaceae;g__Candidatus Rhabdochlamydia"
"4137"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    5"	"    6"	"    4"	"   0"	"   0"	"   0"	"    0"	"    0"	"   0"	"    0"	"   3"	"  253"	"   16"	"   0"	"   4"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus"
"4142"	"   28"	"  17"	"  20"	"  17"	"   0"	"   3"	"   1"	"    1"	"    1"	"    1"	"   13"	"   7"	"   9"	"   0"	"    0"	"    1"	"   2"	"    6"	"   4"	"    2"	"    1"	"   1"	"   4"	"   1"	"   9"	"  21"	"  20"	"   1"	"   0"	"   0"	"   0"	"   0"	"  24"	"k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__Acidobacteriaceae;g__AcidobacteriaceaeFA"
"4147"	"   20"	"  20"	"   9"	"  13"	"   0"	"   2"	"   1"	"    1"	"    1"	"    2"	"    4"	"   9"	"   5"	"   0"	"    0"	"    0"	"   0"	"   42"	"   0"	"    0"	"    2"	"   0"	"   0"	"   0"	"  14"	"  25"	"  13"	"   0"	"   0"	"   0"	"   0"	"   0"	"  36"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Procabacteriales;f__Procabacteriaceae;g__ProcabacteriaceaeFA"
"4154"	"    2"	"  13"	"  12"	"   9"	"   0"	"   1"	"   0"	"    4"	"    4"	"    5"	"    2"	"   7"	"   5"	"   0"	"    0"	"    2"	"   1"	"   24"	"   3"	"    2"	"    0"	"   0"	"   4"	"   0"	"   8"	"   9"	"   8"	"   0"	"   0"	"   0"	"   0"	"   0"	"  17"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA"
"4155"	"    1"	"   2"	"   0"	"   1"	"  22"	"  35"	"  11"	"   16"	"    0"	"    0"	"    0"	"   2"	"   0"	"   3"	"    4"	"    8"	"   1"	"    0"	"   0"	"    2"	"    6"	"  14"	"   0"	"  10"	"   1"	"   1"	"   2"	"  31"	"  34"	"  42"	"  26"	"  23"	"   0"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"4156"	"   12"	"   6"	"  14"	"  12"	"   4"	"   4"	"  11"	"    4"	"    4"	"    0"	"    1"	"   0"	"   4"	"   1"	"    0"	"    3"	"   2"	"    1"	"   0"	"    0"	"    0"	"   0"	"   2"	"   0"	"   3"	"  12"	"  15"	"   6"	"   5"	"   3"	"   3"	"  10"	"  13"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"4158"	"    3"	"   2"	"   2"	"   2"	"   1"	"   1"	"   0"	"    1"	"    9"	"    6"	"    5"	"   2"	"   1"	"   4"	"    4"	"  116"	"   2"	"    9"	"   3"	"    9"	"    5"	"   3"	"   2"	"  19"	"   9"	"   2"	"   3"	"   3"	"   4"	"   0"	"   2"	"   1"	"   8"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR"
"4163"	"    5"	"  17"	"  18"	"  44"	"   2"	"   0"	"   0"	"    1"	"    4"	"    6"	"    6"	"   2"	"   2"	"   0"	"    0"	"    1"	"   0"	"    3"	"   5"	"    1"	"    0"	"   0"	"   2"	"   1"	"   3"	"  10"	"   1"	"   0"	"   0"	"   0"	"   0"	"   0"	"  17"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__AlphaproteobacteriaCL;f__AlphaproteobacteriaCL;g__AlphaproteobacteriaCL"
"4168"	"    1"	"  15"	"  10"	"   6"	"   0"	"   0"	"   0"	"    1"	"   15"	"    5"	"   10"	"  15"	"  13"	"   0"	"    0"	"    1"	"   0"	"   13"	"   2"	"    1"	"    0"	"   0"	"   3"	"   0"	"   2"	"   0"	"  11"	"   0"	"   0"	"   0"	"   0"	"   0"	"   9"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"4170"	"    2"	"   6"	"   6"	"   7"	"   0"	"   0"	"   0"	"    1"	"    3"	"    3"	"    8"	"  12"	"   9"	"   0"	"    0"	"    0"	"   0"	"   15"	"   6"	"    0"	"    0"	"   0"	"   2"	"   0"	"   7"	"   7"	"  12"	"   0"	"   0"	"   0"	"   0"	"   0"	"  13"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Acidimicrobiales;f__EB1017;g__EB1017FA"
"4175"	"   12"	"  23"	"  15"	"  15"	"   0"	"   3"	"   0"	"    0"	"    9"	"    1"	"    3"	"   6"	"  15"	"   0"	"    0"	"    0"	"   0"	"    9"	"   7"	"    1"	"    0"	"   0"	"   7"	"   0"	"  23"	"  20"	"   7"	"   0"	"   0"	"   0"	"   0"	"   1"	"  16"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA"
"4178"	"    0"	"  12"	"   0"	"   0"	"   1"	"   0"	"   0"	"    0"	"    0"	"    1"	"    0"	"   1"	"   0"	"   1"	"   12"	"    2"	"   1"	"    0"	"   4"	"    9"	"    1"	"   2"	"  11"	" 162"	"   1"	"   2"	"   2"	"   3"	"   2"	"   1"	"   0"	"   0"	"   1"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__OPB54;f__OPB54OR;g__OPB54OR"
"4179"	"    2"	"   5"	"   8"	"   8"	"  14"	"  16"	"   5"	"    8"	"    3"	"    1"	"    2"	"   2"	"   1"	"  11"	"    0"	"    3"	"   4"	"    2"	"   3"	"    0"	"    7"	"   1"	"   0"	"  13"	"   3"	"   7"	"  10"	"  10"	"  18"	"  11"	"  22"	"  20"	"   6"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__AcetobacteraceaeFA"
"4184"	"   15"	"   4"	"   4"	"   5"	"   0"	"   2"	"   0"	"    0"	"    7"	"    3"	"    3"	"  32"	"  24"	"   0"	"    0"	"    0"	"   1"	"   18"	"   0"	"    0"	"   19"	"   0"	"   1"	"   0"	"   1"	"   5"	"   4"	"   0"	"   0"	"   0"	"   1"	"   0"	"   4"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Methylophilales;f__MethylophilalesOR;g__MethylophilalesOR"
"4185"	"   11"	"   5"	"  19"	"  18"	"   2"	"   1"	"   3"	"    2"	"    7"	"    1"	"    3"	"   6"	"   4"	"   3"	"    0"	"    3"	"   7"	"    2"	"  10"	"    1"	"    2"	"   1"	"  10"	"   1"	"  15"	"  13"	"   7"	"   3"	"   2"	"   1"	"   2"	"   3"	"  10"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Solirubrobacterales;f__SolirubrobacteralesOR;g__SolirubrobacteralesOR"
"4187"	"    8"	"   3"	"   1"	"   2"	"   0"	"   0"	"   0"	"    0"	"    9"	"   47"	"    5"	"  13"	"  15"	"   2"	"    0"	"    1"	"   0"	"   39"	"  11"	"    5"	"    5"	"   1"	"   5"	"   0"	"   2"	"  11"	"   7"	"   1"	"   0"	"   0"	"   0"	"   0"	"   5"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus"
"4203"	"    1"	"   2"	"   1"	"   3"	"   2"	"   0"	"   5"	"    3"	"    0"	"   19"	"    1"	"   2"	"   1"	"   8"	"  103"	"   20"	"   5"	"   11"	"   2"	"    2"	"   34"	"  13"	"   5"	"   1"	"   0"	"   3"	"   1"	"   8"	"   2"	"   5"	"   2"	"   1"	"   1"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus"
"4208"	"    8"	"  12"	"  15"	"  27"	"   1"	"   1"	"   1"	"    1"	"    3"	"    2"	"   13"	"   4"	"   4"	"   0"	"    0"	"    3"	"  10"	"    1"	"   4"	"    1"	"    0"	"   0"	"   6"	"   1"	"  18"	"   5"	"  27"	"   0"	"   2"	"   0"	"   0"	"   0"	"   2"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CaulobacteraceaeFA"
"4209"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    0"	"    0"	"    1"	"   1"	"   0"	" 287"	"    0"	"    2"	"   0"	"    0"	"   0"	"    1"	"    0"	"   0"	"   0"	"   4"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__ZB2;c__ZB2PH;o__ZB2PH;f__ZB2PH;g__ZB2PH"
"4213"	"    4"	"   0"	"   0"	"   1"	"   3"	"   8"	"   8"	"    4"	"    7"	"    4"	"    4"	"   5"	"   1"	"  61"	"   16"	"   10"	"  21"	"    0"	"   1"	"    1"	"   27"	"   5"	"   3"	"   3"	"   6"	"   1"	"   3"	"  10"	"   6"	"  15"	"  18"	"   9"	"   5"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__ActinomycetalesOR;g__ActinomycetalesOR"
"4217"	"    7"	"  14"	"   5"	"  12"	"  18"	"   1"	"   5"	"    2"	"    0"	"    0"	"    5"	"   7"	"   3"	"   0"	"    0"	"    9"	"   2"	"    2"	"   1"	"    0"	"    4"	"   0"	"   0"	"   0"	"  10"	"   9"	"  16"	"  18"	"  18"	"  12"	"   5"	"   7"	"  24"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"4220"	"    1"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    2"	"   12"	"    0"	"   0"	"   0"	"  53"	"  116"	"    6"	"   0"	"    0"	"   0"	"    1"	"    5"	"   0"	"   4"	"  30"	"   0"	"   0"	"   0"	"   1"	"   2"	"   2"	"   1"	"   8"	"   1"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Syntrophomonadaceae;g__Syntrophomonas"
"4225"	"   15"	"   7"	"   9"	"  17"	"   2"	"   3"	"   2"	"    7"	"    5"	"    9"	"   10"	"  15"	"   6"	"   4"	"    3"	"    5"	"  15"	"    7"	"   6"	"    1"	"    5"	"  16"	"   9"	"   3"	"  16"	"  11"	"   7"	"   1"	"   1"	"   3"	"   3"	"   5"	"   8"	"k__Bacteria;p__WPS-2;c__WPS-2PH;o__WPS-2PH;f__WPS-2PH;g__WPS-2PH"
"4227"	"   18"	"   1"	"   2"	"  12"	"   0"	"   2"	"   0"	"    1"	"    0"	"    1"	"    6"	"   1"	"   1"	"   0"	"    0"	"    6"	"   0"	"    2"	"   2"	"    1"	"    2"	"   6"	"   0"	"  16"	"  37"	"  22"	"  15"	"   0"	"   0"	"   0"	"   0"	"   0"	"   7"	"k__Bacteria"
"4228"	"   16"	"  12"	"  15"	"   7"	"   4"	"  14"	"   7"	"    6"	"    1"	"    1"	"    2"	"  12"	"   5"	"   0"	"    1"	"    2"	"   1"	"    1"	"   1"	"    2"	"    0"	"   2"	"   1"	"   0"	"   6"	"   9"	"  15"	"  20"	"  13"	"   7"	"  12"	"   8"	"  16"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"4230"	"    1"	"   6"	"   3"	"  11"	"  33"	"   2"	"  13"	"    0"	"    0"	"    2"	"    1"	"   4"	"   1"	"   1"	"    0"	"    6"	"   5"	"    1"	"   4"	"    0"	"    6"	"   2"	"   2"	"   6"	"   4"	"   6"	"   7"	"  25"	"   3"	"  22"	"   6"	"   0"	"   7"	"k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae;g__Candidatus Solibacter"
"4233"	"    0"	"   5"	"   1"	"   0"	"   0"	"   0"	"   0"	"    0"	"    1"	"    0"	"    0"	"   1"	"   0"	"   0"	"    0"	"    0"	"   0"	"    2"	" 118"	"    2"	"    2"	"   0"	" 105"	"   0"	"   2"	"   2"	"   6"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__MyxococcalesOR;g__MyxococcalesOR"
"4234"	"    0"	"   1"	"   0"	"   3"	"  25"	"  85"	"   4"	"    0"	"    0"	"    1"	"    2"	"   1"	"   2"	"   1"	"   22"	"    0"	"   1"	"    2"	"   2"	"    4"	"    3"	"   0"	"   3"	"  25"	"   0"	"   0"	"   4"	"   0"	"  43"	"   0"	"   7"	"   0"	"   2"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"4235"	"    0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    0"	"    5"	"    1"	"   0"	"   3"	"   0"	"    0"	"    0"	"   0"	"  155"	"  21"	"    0"	"   13"	"   1"	"   7"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales"
"4236"	"    0"	"  12"	"  15"	"  14"	"   4"	"   0"	"   3"	"   12"	"    3"	"    2"	"    1"	"   1"	"   1"	"   2"	"    4"	"    0"	"   0"	"    0"	"   0"	"    0"	"    0"	"   1"	"   0"	"   1"	"   8"	"   0"	"   4"	"   1"	"   3"	"   2"	"   1"	"   0"	"   6"	"k__Bacteria;p__Elusimicrobia;c__Elusimicrobia (class);o__FAC88;f__FAC88OR;g__FAC88OR"
"4237"	"    3"	"  22"	"  21"	"  23"	"   0"	"   0"	"   0"	"    1"	"    3"	"    0"	"    5"	"  11"	"  13"	"   0"	"    0"	"    0"	"   0"	"    0"	"   1"	"    0"	"    0"	"   0"	"   0"	"   2"	"   3"	"  11"	"  24"	"   0"	"   2"	"   0"	"   0"	"   0"	"  19"	"k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Sinobacteraceae;g__SinobacteraceaeFA"
"4240"	"    4"	"   1"	"   1"	"   0"	"   0"	"   0"	"   0"	"    0"	"   57"	"   19"	"   66"	"   6"	"   5"	"   0"	"    1"	"    0"	"   0"	"   20"	"   4"	"    2"	"    3"	"   0"	"   1"	"   0"	"   0"	"   1"	"   2"	"   0"	"   0"	"   0"	"   0"	"   0"	"   1"	"k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae;g__Paenibacillus"
"4246"	"   14"	"   5"	"   9"	"   9"	"   3"	"   3"	"   0"	"    7"	"    4"	"    1"	"    4"	"   8"	"   2"	"   5"	"    3"	"    4"	"  34"	"    2"	"   3"	"   26"	"   11"	"  11"	"   3"	"   0"	"   9"	"  17"	"   7"	"   4"	"   3"	"   0"	"   3"	"   7"	"  17"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"4247"	"    1"	"   1"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"    9"	"   16"	"   11"	"   5"	"   5"	"  45"	"    8"	"   34"	"   0"	"   25"	"   0"	"    7"	"   62"	"   4"	"   3"	"  38"	"   0"	"   0"	"   0"	"   0"	"   0"	"   1"	"   0"	"   0"	"   0"	"k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ethanoligenens"
"4253"	"    4"	"  10"	"  19"	"  11"	"   1"	"   0"	"   1"	"    1"	"    2"	"    1"	"    7"	"   1"	"   2"	"   0"	"    0"	"    1"	"  10"	"    7"	"   9"	"    1"	"    4"	"   1"	"   6"	"   0"	"   7"	"  15"	"   5"	"   1"	"   1"	"   0"	"   0"	"   1"	"   7"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA"
"4256"	"    4"	"   0"	"   0"	"   4"	"   0"	"   1"	"   0"	"    0"	"   15"	"   21"	"   14"	"  12"	"  13"	"   0"	"    1"	"    1"	"   0"	"   44"	"   3"	"    1"	"    1"	"   0"	"   6"	"   0"	"   2"	"   1"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"   1"	"k__Bacteria;p__Chloroflexi;c__RA13C7;o__RA13C7CL;f__RA13C7CL;g__RA13C7CL"
"4265"	"   12"	"   8"	"   6"	"   8"	"  15"	"   1"	"   6"	"   12"	"    2"	"    0"	"    0"	"   2"	"   5"	"   1"	"    1"	"    3"	"  13"	"    0"	"   0"	"    1"	"    0"	"   1"	"   1"	"   2"	"   6"	"   7"	"  16"	"  24"	"  16"	"  14"	"  12"	"  24"	"   6"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA"
"4267"	"   15"	"  10"	"  16"	"  18"	"   2"	"   0"	"   0"	"    1"	"    4"	"    1"	"    5"	"   5"	"   3"	"   0"	"    0"	"    0"	"   0"	"    1"	"   0"	"    0"	"    1"	"   2"	"   2"	"   0"	"  16"	"  27"	"  10"	"   0"	"   0"	"   0"	"   0"	"   0"	"  22"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__CaulobacteraceaeFA"
"4268"	"   11"	"   9"	"  11"	"  14"	"   0"	"   1"	"   0"	"    0"	"   24"	"    8"	"   40"	"  13"	"  14"	"   0"	"    0"	"    1"	"   0"	"    1"	"   8"	"    9"	"    1"	"   0"	"   9"	"   0"	"   2"	"   3"	"  10"	"   0"	"   0"	"   0"	"   0"	"   0"	"  10"	"k__Bacteria"
"4277"	"    9"	"   6"	"   0"	"   0"	"   2"	"   5"	"   1"	"    2"	"   13"	"    2"	"   16"	"   6"	"   3"	"  78"	"    2"	"    3"	"   1"	"    1"	"   2"	"    6"	"    9"	"   0"	"   2"	"  27"	"   4"	"   5"	"   7"	"   6"	"   8"	"   7"	"   4"	"   6"	"   7"	"k__Bacteria;p__Chlorobi;c__Ignavibacteria;o__Ignavibacteriales;f__Ignavibacteriaceae;g__IgnavibacteriaceaeFA"
"4278"	"    2"	"   9"	"   3"	"   8"	"   1"	"   0"	"   0"	"    0"	"    1"	"    1"	"    4"	"   7"	"  21"	"   1"	"    0"	"    0"	"   1"	"    8"	"   0"	"    0"	"    0"	"   0"	"   3"	"   0"	"   5"	"   9"	"  14"	"   0"	"   0"	"   0"	"   0"	"   1"	"  18"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__RhodospirillaceaeFA"
"4280"	"    7"	"  10"	"   5"	"   4"	"   1"	"   4"	"   0"	"    1"	"    4"	"    1"	"    3"	"   8"	"   3"	"   0"	"    0"	"    2"	"   5"	"   13"	"   0"	"    2"	"    0"	"   5"	"   0"	"   0"	"   4"	"   7"	"   3"	"   2"	"   6"	"   1"	"   3"	"   1"	"   8"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__MIZ46;f__MIZ46OR;g__MIZ46OR"
"4289"	"    3"	"   2"	"   5"	"   2"	"  22"	"  21"	"  14"	"   23"	"    0"	"    1"	"    1"	"   1"	"   1"	"   4"	"    0"	"    1"	"   5"	"    0"	"   0"	"    1"	"    3"	"   6"	"   0"	"   9"	"   4"	"   3"	"  10"	"  15"	"  23"	"  17"	"  17"	"  38"	"   3"	"k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__SyntrophobacteraceaeFA"
"4291"	"    9"	"  20"	"   7"	"   0"	"   3"	"   1"	"   0"	"    0"	"    1"	"    2"	"    6"	"   1"	"   2"	"   2"	"    0"	"    0"	"   0"	"    0"	"   4"	"    4"	"    0"	"   1"	"   1"	"  18"	"  19"	"   9"	"  28"	"   0"	"  13"	"   0"	"   0"	"   1"	"  45"	"k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Rhodocyclales;f__Rhodocyclaceae;g__RhodocyclaceaeFA"
"4300"	"    0"	"   3"	"  12"	"   1"	"   0"	"   0"	"   0"	"    0"	"    6"	"    2"	"    7"	"  19"	"  22"	"   0"	"    3"	"    0"	"   0"	"   12"	"   5"	"    2"	"    0"	"   0"	"   6"	"   0"	"   0"	"   2"	"   3"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"k__Bacteria;p__Actinobacteria;c__Actinobacteria (class);o__Actinomycetales;f__Geodermatophilaceae;g__Geodermatophilus"
"4305"	"   37"	"  11"	"  15"	"  11"	"   1"	"   0"	"   1"	"    0"	"    5"	"    1"	"   19"	"   6"	"   6"	"   0"	"    5"	"    2"	"   5"	"    2"	"   6"	"    2"	"    3"	"   0"	"   8"	"   0"	"  25"	"  18"	"  12"	"   0"	"   0"	"   0"	"   0"	"   0"	"  29"	"k__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__KtedonobacteriaCL;f__KtedonobacteriaCL;g__KtedonobacteriaCL"
"4309"	"    8"	"  26"	"  29"	"  20"	"   0"	"   5"	"   5"	"    3"	"    2"	"    0"	"    1"	"   1"	"   0"	"   0"	"    0"	"    2"	"   0"	"    0"	"   0"	"    3"	"    0"	"   1"	"   1"	"  21"	"  15"	"  17"	"  11"	"   1"	"   7"	"   2"	"   2"	"   2"	"   7"	"k__Bacteria;p__Acidobacteria;c__Acidobacteria (class);o__Acidobacteriales;f__Acidobacteriaceae;g__AcidobacteriaceaeFA"
"4312"	"    4"	"  10"	"   1"	"   5"	"   1"	"   1"	"   2"	"    2"	"    4"	"    4"	"    2"	"  14"	"  10"	"   0"	"    0"	"    6"	"   5"	"   14"	"   3"	"    0"	"    3"	"   0"	"   1"	"   2"	"   7"	"   5"	"  10"	"  18"	"   5"	"  35"	"  13"	"  14"	"  13"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__Acidisoma"
"4316"	"    4"	"   0"	"   0"	"   0"	"   0"	"   0"	"   0"	"    0"	"   30"	"    7"	"    6"	"  12"	"   5"	"   0"	"    0"	"    1"	"   0"	"    0"	"  75"	"   19"	"    0"	"   0"	" 103"	"   0"	"   0"	"   3"	"   0"	"   0"	"   0"	"   1"	"   0"	"   0"	"   0"	"k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Acetobacteraceae;g__AcetobacteraceaeFA"
"4335"	"    5"	"  13"	"  12"	"  10"	"   0"	"   0"	"   0"	"    0"	"    3"	"    3"	"    1"	"  19"	"   4"	"   1"	"    0"	"    1"	"   0"	"   13"	"   1"	"    1"	"    0"	"   0"	"   6"	"   0"	"   8"	"  19"	"   9"	"   1"	"   0"	"   0"	"   0"	"   0"	"  15"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__GemmataceaeFA"
"4336"	"    1"	"   6"	"   6"	"   2"	"   6"	"   1"	"   4"	"    6"	"    2"	"    0"	"    5"	"   1"	"   1"	"   0"	"    0"	"    0"	"   0"	"    9"	"   4"	"    0"	"    0"	"   3"	"   2"	"   1"	"  11"	"   8"	"   2"	"   6"	"  17"	"   1"	"   2"	"   2"	"   5"	"k__Bacteria;p__Planctomycetes;c__Planctomycea;o__Gemmatales;f__Gemmataceae;g__Gemmata"
"4338"	"    1"	"   1"	"   7"	"   4"	"   5"	"   2"	"   7"	"    5"	"    6"	"    6"	"    2"	"  16"	"   7"	"   2"	"    2"	"    1"	"   1"	"   11"	"   1"	"    0"	"   10"	"  21"	"   4"	"   1"	"   0"	"  10"	"  11"	"   3"	"  10"	"   3"	"   0"	"   0"	"   4"	"k__Bacteria;p__TM6;c__SJA-4;o__SJA-4CL;f__SJA-4CL;g__SJA-4CL"
